from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2021-06-02T15:45:10-04:00,2021-06-02T16:27:44-04:00,,,America/New_York,Other,{},,2021-06-02T16:33:01-04:00
2021-06-02T18:27:00-04:00,2021-06-02T19:12:00-04:00,,,America/New_York,Walking,"{""calories"":113.69999694824,""effduration"":2520,""intensity"":0,""hr_average"":101,""hr_min"":95,""hr_max"":106,""hr_zone_0"":128,""hr_zone_1"":1646,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":3762,""distance"":2912.3395996094,""metcumul"":163.99998474121}",,2021-06-04T14:02:45-04:00
2021-06-02T19:22:00-04:00,2021-06-02T20:16:00-04:00,,,America/New_York,Walking,"{""calories"":139.91000366211,""effduration"":3120,""intensity"":0,""pause_duration"":0,""steps"":4682,""distance"":3584.3298339844,""metcumul"":203.6000213623}",,2021-06-05T23:11:40-04:00
2021-06-04T11:08:08-04:00,2021-06-04T12:08:15-04:00,,,America/New_York,"Gym class","{""calories"":374.81561279297,""effduration"":2460,""intensity"":50,""hr_average"":111,""hr_min"":71,""hr_max"":178,""hr_zone_0"":1027,""hr_zone_1"":2037,""hr_zone_2"":388,""hr_zone_3"":67,""device_startdate"":1622819288,""device_enddate"":1622822895,""pause_duration"":3,""steps"":1761,""distance"":1527.8800048828,""metcumul"":105.30999755859}",,2021-06-05T23:11:41-04:00
2021-06-04T11:08:08-04:00,2021-06-04T12:08:15-04:00,,,America/New_York,"Gym class",{},,2021-06-04T14:02:48-04:00
2021-06-05T14:53:00-04:00,2021-06-05T15:16:00-04:00,,,America/New_York,Walking,"{""calories"":60.049999237061,""effduration"":1380,""intensity"":0,""pause_duration"":0,""steps"":1971,""distance"":1537.6899414062,""metcumul"":86.959999084473}",,2021-06-05T23:11:41-04:00
2021-06-05T15:43:00-04:00,2021-06-05T15:55:00-04:00,,,America/New_York,Walking,"{""calories"":17.329999923706,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":566,""distance"":444.60995483398,""metcumul"":29.35000038147}",,2021-06-05T23:11:42-04:00
2021-06-05T16:00:00-04:00,2021-06-05T16:25:00-04:00,,,America/New_York,Walking,"{""calories"":65.300003051758,""effduration"":1440,""intensity"":0,""hr_average"":90,""hr_min"":49,""hr_max"":106,""hr_zone_0"":516,""hr_zone_1"":678,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2199,""distance"":1671.7401123047,""metcumul"":95.159996032715}",,2021-06-05T23:11:42-04:00
2021-06-05T16:38:00-04:00,2021-06-05T17:15:00-04:00,,,America/New_York,Walking,"{""calories"":96.500007629395,""effduration"":2160,""intensity"":0,""hr_average"":80,""hr_min"":67,""hr_max"":91,""hr_zone_0"":1697,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":3231,""distance"":2473.0200195312,""metcumul"":140.63000488281}",,2021-06-06T17:55:12-04:00
2021-06-08T11:07:00-04:00,2021-06-08T11:21:00-04:00,,,America/New_York,Walking,"{""calories"":38.220001220703,""effduration"":840,""intensity"":0,""hr_average"":80,""hr_min"":48,""hr_max"":110,""hr_zone_0"":445,""hr_zone_1"":163,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1226,""distance"":979.14007568359,""metcumul"":53.970008850098}",,2021-06-09T18:27:03-04:00
2021-06-08T11:22:40-04:00,2021-06-08T12:30:13-04:00,,,America/New_York,"Gym class","{""calories"":421.16098022461,""effduration"":1740,""intensity"":50,""hr_average"":95,""hr_min"":48,""hr_max"":151,""hr_zone_0"":1507,""hr_zone_1"":2465,""hr_zone_2"":46,""hr_zone_3"":0,""device_startdate"":1623165760,""device_enddate"":1623169813,""pause_duration"":2,""steps"":1309,""distance"":1037.6999511719,""metcumul"":70.401832580566}",,2021-06-09T18:27:03-04:00
2021-06-08T11:22:40-04:00,2021-06-08T12:30:13-04:00,,,America/New_York,"Gym class",{},,2021-06-09T18:26:46-04:00
2021-06-09T14:03:27-04:00,2021-06-09T15:03:11-04:00,,,America/New_York,"Gym class","{""calories"":372.42559814453,""effduration"":2640,""intensity"":50,""hr_average"":101,""hr_min"":59,""hr_max"":139,""hr_zone_0"":1203,""hr_zone_1"":2220,""hr_zone_2"":63,""hr_zone_3"":0,""device_startdate"":1623261807,""device_enddate"":1623265391,""pause_duration"":3,""steps"":1468,""distance"":1163.8999023438,""metcumul"":91.399993896484}",,2021-06-11T12:38:59-04:00
2021-06-09T14:03:27-04:00,2021-06-09T15:03:11-04:00,,,America/New_York,"Gym class",{},,2021-06-09T18:29:05-04:00
2021-06-10T15:16:39-04:00,2021-06-10T16:02:34-04:00,,,America/New_York,Walking,"{""calories"":129.98002624512,""effduration"":2520,""intensity"":50,""hr_average"":132,""hr_min"":73,""hr_max"":157,""hr_zone_0"":224,""hr_zone_1"":825,""hr_zone_2"":1665,""hr_zone_3"":0,""device_startdate"":1623352599,""device_enddate"":1623355354,""pause_duration"":3,""steps"":4195,""distance"":3330.08984375,""metcumul"":179.26998901367}",,2021-06-11T12:39:00-04:00
2021-06-10T15:16:39-04:00,2021-06-10T16:02:34-04:00,,,America/New_York,Other,{},,2021-06-11T12:39:01-04:00
2021-06-11T11:06:00-04:00,2021-06-11T11:24:00-04:00,,,America/New_York,Walking,"{""calories"":46.979999542236,""effduration"":1080,""intensity"":0,""pause_duration"":0,""steps"":1577,""distance"":1203.9599609375,""metcumul"":68.840003967285}",,2021-06-15T15:14:47-04:00
2021-06-11T15:34:03-04:00,2021-06-11T16:07:12-04:00,,,America/New_York,"Gym class","{""calories"":206.68374633789,""effduration"":1440,""intensity"":50,""hr_average"":93,""hr_min"":52,""hr_max"":124,""hr_zone_0"":1112,""hr_zone_1"":853,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1623440043,""device_enddate"":1623442032,""pause_duration"":3,""steps"":337,""distance"":284.51000976562,""metcumul"":34.25}",,2021-06-15T15:14:47-04:00
2021-06-11T15:34:03-04:00,2021-06-11T16:07:12-04:00,,,America/New_York,"Gym class",{},,2021-06-15T15:14:47-04:00
2021-06-13T12:04:00-04:00,2021-06-13T12:09:00-04:00,,,America/New_York,Walking,"{""calories"":15.560000419617,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":517,""distance"":398.14001464844,""metcumul"":21.810001373291}",,2021-06-15T15:14:50-04:00
2021-06-13T13:24:00-04:00,2021-06-13T13:37:00-04:00,,,America/New_York,Walking,"{""calories"":22.020000457764,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":738,""distance"":564.31005859375,""metcumul"":34.799999237061}",,2021-06-15T15:14:50-04:00
2021-06-14T17:32:45-04:00,2021-06-14T18:28:11-04:00,,,America/New_York,Yoga,"{""calories"":392.91073608398,""effduration"":1200,""intensity"":50,""hr_average"":73,""hr_min"":40,""hr_max"":123,""hr_zone_0"":2712,""hr_zone_1"":535,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1623706365,""device_enddate"":1623709691,""pause_duration"":3,""steps"":141,""distance"":115.57000732422,""metcumul"":24.109998703003}",,2021-06-15T15:14:51-04:00
2021-06-14T17:32:45-04:00,2021-06-14T18:28:11-04:00,,,America/New_York,Yoga,{},,2021-06-15T15:14:52-04:00
2021-06-15T15:19:10-04:00,2021-06-15T16:11:26-04:00,,,America/New_York,"Gym class","{""calories"":325.87240600586,""effduration"":2640,""intensity"":50,""hr_average"":102,""hr_min"":68,""hr_max"":138,""hr_zone_0"":961,""hr_zone_1"":1955,""hr_zone_2"":26,""hr_zone_3"":0,""device_startdate"":1623784750,""device_enddate"":1623787886,""pause_duration"":2,""steps"":1790,""distance"":1424.0902099609,""metcumul"":101.73999023438}",,2021-06-15T20:11:59-04:00
2021-06-15T15:19:10-04:00,2021-06-15T16:11:26-04:00,,,America/New_York,"Gym class",{},,2021-06-15T16:11:43-04:00
2021-06-15T17:20:00-04:00,2021-06-15T18:50:00-04:00,,,America/New_York,Walking,"{""calories"":263.78997802734,""effduration"":5400,""intensity"":0,""hr_average"":116,""hr_min"":94,""hr_max"":148,""hr_zone_0"":181,""hr_zone_1"":3975,""hr_zone_2"":428,""hr_zone_3"":0,""pause_duration"":0,""steps"":8719,""distance"":6754.6494140625,""metcumul"":373.30999755859}",,2021-06-18T15:18:37-04:00
2021-06-17T21:45:40-04:00,2021-06-17T22:40:14-04:00,,,America/New_York,"Gym class","{""calories"":340.21246337891,""effduration"":2040,""intensity"":50,""hr_average"":100,""hr_min"":65,""hr_max"":129,""hr_zone_0"":1073,""hr_zone_1"":2052,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1623980740,""device_enddate"":1623984014,""pause_duration"":3,""steps"":433,""distance"":356.41000366211,""metcumul"":47.229999542236}",,2021-06-18T15:18:39-04:00
2021-06-17T21:45:40-04:00,2021-06-17T22:40:14-04:00,,,America/New_York,"Gym class",{},,2021-06-17T22:40:54-04:00
2021-06-18T16:27:00-04:00,2021-06-18T16:59:00-04:00,,,America/New_York,Walking,"{""calories"":66.51000213623,""effduration"":1860,""intensity"":0,""hr_average"":108,""hr_min"":89,""hr_max"":122,""hr_zone_0"":174,""hr_zone_1"":1036,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2225,""distance"":1703.6998291016,""metcumul"":102.08000946045}",,2021-06-20T10:53:22-04:00
2021-06-18T18:35:00-04:00,2021-06-18T18:52:00-04:00,,,America/New_York,Walking,"{""calories"":31.120000839233,""effduration"":960,""intensity"":0,""pause_duration"":0,""steps"":1052,""distance"":797.26000976562,""metcumul"":49.549995422363}",,2021-06-20T10:53:25-04:00
2021-06-18T20:20:57-04:00,2021-06-18T20:47:00-04:00,,,America/New_York,Walking,"{""calories"":47.612110137939,""effduration"":1620,""intensity"":0,""hr_average"":90,""hr_min"":85,""hr_max"":96,""hr_zone_0"":1218,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1605,""distance"":1221.0169677734,""metcumul"":76.87671661377}",,2021-06-20T10:53:25-04:00
2021-06-18T21:59:00-04:00,2021-06-18T22:04:00-04:00,,,America/New_York,Walking,"{""calories"":11.767553329468,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":387,""distance"":301.08999633789,""metcumul"":16.967729568481}",,2021-06-21T08:51:45-04:00
2021-06-20T15:24:29-04:00,2021-06-20T15:30:00-04:00,,,America/New_York,Walking,"{""calories"":12.802015304565,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":420,""distance"":327.60751342773,""metcumul"":18.890024185181}",,2021-06-21T08:51:46-04:00
2021-06-20T16:46:00-04:00,2021-06-20T16:52:00-04:00,,,America/New_York,Walking,"{""calories"":11.879999160767,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":396,""distance"":304.92001342773,""metcumul"":18.770000457764}",,2021-06-26T11:05:28-04:00
2021-06-25T23:03:00-04:00,2021-06-25T23:15:00-04:00,,,America/New_York,Walking,"{""calories"":28.25,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":969,""distance"":724.23999023438,""metcumul"":43.049999237061}",,2021-06-26T11:05:29-04:00
2021-06-26T02:28:00-04:00,2021-06-26T02:41:00-04:00,,,America/New_York,Walking,"{""calories"":26.609998703003,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":902,""distance"":681.94000244141,""metcumul"":40.930000305176}",,2021-06-26T18:33:44-04:00
2021-06-26T16:31:00-04:00,2021-06-26T16:41:00-04:00,,,America/New_York,Walking,"{""calories"":21.719999313354,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":721,""distance"":557.26000976562,""metcumul"":33.280002593994}",,2021-06-27T11:21:09-04:00
2021-06-26T17:50:00-04:00,2021-06-26T18:29:00-04:00,,,America/New_York,Walking,"{""calories"":90.614784240723,""effduration"":2280,""intensity"":0,""hr_average"":111,""hr_min"":99,""hr_max"":115,""hr_zone_0"":0,""hr_zone_1"":1827,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":3055,""distance"":2320.1787109375,""metcumul"":135.20301818848}",,2021-06-27T11:21:09-04:00
2021-06-27T02:35:00-04:00,2021-06-27T02:56:00-04:00,,,America/New_York,Walking,"{""calories"":59.489994049072,""effduration"":1260,""intensity"":0,""pause_duration"":0,""steps"":1979,""distance"":1524.1398925781,""metcumul"":85.219993591309}",,2021-06-30T08:31:29-04:00
2021-06-29T14:52:18-04:00,2021-06-29T15:40:38-04:00,,,America/New_York,"Gym class","{""calories"":301.34884643555,""effduration"":1380,""intensity"":50,""hr_average"":92,""hr_min"":72,""hr_max"":114,""hr_zone_0"":1965,""hr_zone_1"":876,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1624992738,""device_enddate"":1624995638,""pause_duration"":2,""steps"":246,""distance"":203.64999389648,""metcumul"":30.480001449585}",,2021-06-30T08:31:31-04:00
2021-06-29T14:52:18-04:00,2021-06-29T15:40:38-04:00,,,America/New_York,"Gym class",{},,2021-06-29T15:41:28-04:00
2021-06-30T18:26:21-04:00,2021-06-30T19:19:04-04:00,,,America/New_York,"Gym class","{""calories"":328.67807006836,""effduration"":1620,""intensity"":50,""hr_average"":105,""hr_min"":54,""hr_max"":151,""hr_zone_0"":901,""hr_zone_1"":2051,""hr_zone_2"":189,""hr_zone_3"":0,""device_startdate"":1625091981,""device_enddate"":1625095144,""pause_duration"":3,""steps"":1227,""distance"":964.64996337891,""metcumul"":66.330001831055}",,2021-07-04T01:21:10-04:00
2021-06-30T18:26:21-04:00,2021-06-30T19:19:04-04:00,,,America/New_York,"Gym class",{},,2021-07-04T01:21:10-04:00
2021-06-30T20:21:00-04:00,2021-06-30T20:32:00-04:00,,,America/New_York,Walking,"{""calories"":26.940000534058,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":903,""distance"":690.41998291016,""metcumul"":40.119998931885}",,2021-07-04T01:21:10-04:00
2021-06-30T21:40:44-04:00,2021-06-30T22:04:00-04:00,,,America/New_York,Walking,"{""calories"":46.138381958008,""effduration"":1200,""intensity"":0,""hr_average"":104,""hr_min"":94,""hr_max"":108,""hr_zone_0"":123,""hr_zone_1"":1071,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1547,""distance"":1181.7448730469,""metcumul"":68.940040588379}",,2021-07-04T01:21:11-04:00
2021-07-02T21:00:57-04:00,2021-07-02T21:45:41-04:00,,,America/New_York,"Gym class","{""calories"":278.90353393555,""effduration"":1380,""intensity"":50,""hr_average"":85,""hr_min"":46,""hr_max"":122,""hr_zone_0"":1847,""hr_zone_1"":801,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1625274057,""device_enddate"":1625276741,""pause_duration"":3,""steps"":401,""distance"":326.19000244141,""metcumul"":35.059997558594}",,2021-07-04T01:21:13-04:00
2021-07-02T21:00:57-04:00,2021-07-02T21:45:41-04:00,,,America/New_York,"Gym class",{},,2021-07-04T01:21:13-04:00
2021-07-03T08:32:00-04:00,2021-07-03T09:41:00-04:00,,,America/New_York,Walking,"{""calories"":179.78382873535,""effduration"":3840,""intensity"":0,""hr_average"":101,""hr_min"":98,""hr_max"":108,""hr_zone_0"":0,""hr_zone_1"":3565,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":5993,""distance"":4604.9897460938,""metcumul"":258.42288208008}",,2021-07-07T14:08:25-04:00
2021-07-05T18:31:09-04:00,2021-07-05T19:14:33-04:00,,,America/New_York,Walking,"{""calories"":125.2799911499,""effduration"":2520,""intensity"":50,""hr_average"":132,""hr_min"":91,""hr_max"":162,""hr_zone_0"":22,""hr_zone_1"":1246,""hr_zone_2"":1321,""hr_zone_3"":0,""device_startdate"":1625524269,""device_enddate"":1625526873,""pause_duration"":2,""steps"":4056,""distance"":3208.6499023438,""metcumul"":174.72001647949}",,2021-07-07T14:08:28-04:00
2021-07-05T18:31:09-04:00,2021-07-05T19:14:33-04:00,,,America/New_York,Other,{},,2021-07-06T01:15:49-04:00
2021-07-06T16:01:03-04:00,2021-07-06T16:57:34-04:00,,,America/New_York,"Gym class","{""calories"":352.37033081055,""effduration"":1500,""intensity"":50,""hr_average"":94,""hr_min"":48,""hr_max"":127,""hr_zone_0"":1657,""hr_zone_1"":1704,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1625601663,""device_enddate"":1625605054,""pause_duration"":3,""steps"":229,""distance"":187.82000732422,""metcumul"":31.910001754761}",,2021-07-07T14:08:31-04:00
2021-07-06T16:01:03-04:00,2021-07-06T16:57:34-04:00,,,America/New_York,"Gym class",{},,2021-07-07T14:08:31-04:00
2021-07-08T20:16:52-04:00,2021-07-08T20:59:20-04:00,,,America/New_York,"Gym class","{""calories"":264.77133178711,""effduration"":1200,""intensity"":50,""hr_average"":104,""hr_min"":73,""hr_max"":155,""hr_zone_0"":773,""hr_zone_1"":1660,""hr_zone_2"":97,""hr_zone_3"":0,""device_startdate"":1625789812,""device_enddate"":1625792360,""pause_duration"":2,""steps"":887,""distance"":695.23999023438,""metcumul"":48.330001831055}",,2021-07-09T17:39:15-04:00
2021-07-08T20:16:52-04:00,2021-07-08T20:59:20-04:00,,,America/New_York,"Gym class",{},,2021-07-09T17:39:16-04:00
2021-07-09T17:12:45-04:00,2021-07-09T18:12:52-04:00,,,America/New_York,"Gym class","{""calories"":374.81561279297,""effduration"":2760,""intensity"":50,""hr_average"":104,""hr_min"":61,""hr_max"":159,""hr_zone_0"":867,""hr_zone_1"":2556,""hr_zone_2"":125,""hr_zone_3"":0,""device_startdate"":1625865165,""device_enddate"":1625868772,""pause_duration"":2,""steps"":2191,""distance"":1730.7210693359,""metcumul"":116.59201049805}",,2021-07-20T08:04:25-04:00
2021-07-09T17:12:45-04:00,2021-07-09T18:12:52-04:00,,,America/New_York,"Gym class",{},,2021-07-09T18:14:53-04:00
2021-07-10T14:15:00-04:00,2021-07-10T14:27:00-04:00,,,America/New_York,Walking,"{""calories"":20.030000686646,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":673,""distance"":513.37994384766,""metcumul"":31.339998245239}",,2021-07-14T11:32:12-04:00
2021-07-11T19:48:00-04:00,2021-07-11T21:05:00-04:00,,,America/New_York,Walking,"{""calories"":217.79704284668,""effduration"":4620,""intensity"":0,""pause_duration"":0,""steps"":7315,""distance"":5579.6264648438,""metcumul"":313.53903198242}",,2021-07-14T11:32:13-04:00
2021-07-13T11:13:00-04:00,2021-07-13T11:25:00-04:00,,,America/New_York,Walking,"{""calories"":21.129999160767,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":701,""distance"":541.57000732422,""metcumul"":34.46000289917}",,2021-07-14T11:32:14-04:00
2021-07-15T11:23:00-04:00,2021-07-15T11:33:00-04:00,,,America/New_York,Other,"{""calories"":124.69607543945,""effduration"":540,""intensity"":50,""pause_duration"":0,""steps"":498,""distance"":409.64001464844,""metcumul"":24.369998931885}",,2021-07-17T19:04:24-04:00
2021-07-15T14:41:00-04:00,2021-07-15T15:01:00-04:00,,,America/New_York,Walking,"{""calories"":29.200000762939,""effduration"":1020,""intensity"":0,""pause_duration"":0,""steps"":1006,""distance"":748.57006835938,""metcumul"":48.919998168945}",,2021-07-17T19:04:25-04:00
2021-07-17T18:02:00-04:00,2021-07-17T18:25:00-04:00,,,America/New_York,Walking,"{""calories"":70.600006103516,""effduration"":1380,""intensity"":0,""pause_duration"":0,""steps"":2291,""distance"":1807.5400390625,""metcumul"":97.89998626709}",,2021-07-19T21:14:45-04:00
2021-07-17T18:58:00-04:00,2021-07-17T19:54:00-04:00,,,America/New_York,Walking,"{""calories"":142.15800476074,""effduration"":3240,""intensity"":0,""pause_duration"":0,""steps"":4750,""distance"":3642.4953613281,""metcumul"":207.76599121094}",,2021-07-19T21:14:45-04:00
2021-07-18T15:56:42-04:00,2021-07-18T16:09:21-04:00,,,America/New_York,Walking,"{""calories"":29.586410522461,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":966,""distance"":751.34906005859,""metcumul"":35.540473937988}",,2021-07-19T21:14:46-04:00
2021-07-19T19:02:50-04:00,2021-07-19T19:53:41-04:00,,,America/New_York,Walking,"{""calories"":56.019996643066,""effduration"":2220,""intensity"":50,""hr_average"":109,""hr_min"":70,""hr_max"":159,""hr_zone_0"":848,""hr_zone_1"":1603,""hr_zone_2"":561,""hr_zone_3"":0,""device_startdate"":1626735770,""device_enddate"":1626738821,""pause_duration"":3,""steps"":1809,""distance"":1435.8497314453,""metcumul"":95.490005493164}",,2021-07-20T08:04:26-04:00
2021-07-19T19:02:50-04:00,2021-07-19T19:53:41-04:00,,,America/New_York,Other,{},,2021-07-19T21:14:47-04:00
2021-07-20T11:03:18-04:00,2021-07-20T11:48:56-04:00,,,America/New_York,"Gym class","{""calories"":284.51486206055,""effduration"":780,""intensity"":50,""hr_average"":93,""hr_min"":55,""hr_max"":121,""hr_zone_0"":1465,""hr_zone_1"":1238,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1626793398,""device_enddate"":1626796136,""pause_duration"":4,""steps"":77,""distance"":66.050003051758,""metcumul"":15.229999542236}",,2021-07-21T09:40:26-04:00
2021-07-20T11:03:18-04:00,2021-07-20T11:48:56-04:00,,,America/New_York,"Gym class",{},,2021-07-20T11:49:19-04:00
2021-07-21T11:38:28-04:00,2021-07-21T12:38:34-04:00,,,America/New_York,"Gym class","{""calories"":373.4528503418,""effduration"":2040,""intensity"":50,""hr_average"":90,""hr_min"":60,""hr_max"":139,""hr_zone_0"":2419,""hr_zone_1"":1104,""hr_zone_2"":35,""hr_zone_3"":0,""device_startdate"":1626881908,""device_enddate"":1626885514,""pause_duration"":3,""steps"":402,""distance"":331.0299987793,""metcumul"":46.209999084473}",,2021-07-22T21:27:12-04:00
2021-07-21T11:38:28-04:00,2021-07-21T12:38:34-04:00,,,America/New_York,"Gym class",{},,2021-07-21T13:17:55-04:00
2021-07-22T10:48:00-04:00,2021-07-22T11:03:00-04:00,,,America/New_York,Walking,"{""calories"":41.500003814697,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":1347,""distance"":1062.6800537109,""metcumul"":58.830001831055}",,2021-07-22T21:27:14-04:00
2021-07-22T20:05:00-04:00,2021-07-22T20:49:00-04:00,,,America/New_York,Walking,"{""calories"":99.950004577637,""effduration"":2460,""intensity"":0,""pause_duration"":0,""steps"":3424,""distance"":2560.2397460938,""metcumul"":150.40000915527}",,2021-07-23T14:54:07-04:00
2021-07-22T21:18:00-04:00,2021-07-22T21:59:00-04:00,,,America/New_York,Walking,"{""calories"":101.72001647949,""effduration"":2460,""intensity"":0,""hr_average"":105,""hr_min"":81,""hr_max"":137,""hr_zone_0"":857,""hr_zone_1"":1170,""hr_zone_2"":119,""hr_zone_3"":0,""pause_duration"":0,""steps"":3494,""distance"":2606.4301757812,""metcumul"":152.7799987793}",,2021-07-25T22:27:48-04:00
2021-07-23T21:49:00-04:00,2021-07-23T21:59:00-04:00,,,America/New_York,Walking,"{""calories"":29.459999084473,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":959,""distance"":753.78002929688,""metcumul"":41.230003356934}",,2021-07-25T22:27:50-04:00
2021-07-23T23:33:00-04:00,2021-07-23T23:38:00-04:00,,,America/New_York,Walking,"{""calories"":12.630000114441,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":432,""distance"":323.56997680664,""metcumul"":18.860000610352}",,2021-07-27T08:04:12-04:00
2021-07-26T14:10:53-04:00,2021-07-26T15:31:52-04:00,,,America/New_York,"Gym class","{""calories"":503.21890258789,""effduration"":2220,""intensity"":50,""hr_average"":86,""hr_min"":49,""hr_max"":132,""hr_zone_0"":3289,""hr_zone_1"":1539,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1627323053,""device_enddate"":1627327912,""pause_duration"":3,""steps"":281,""distance"":235.79998779297,""metcumul"":45.75}",,2021-07-27T08:04:13-04:00
2021-07-26T14:10:53-04:00,2021-07-26T15:31:52-04:00,,,America/New_York,"Gym class",{},,2021-07-26T18:16:14-04:00
2021-07-28T12:37:00-04:00,2021-07-28T12:50:00-04:00,,,America/New_York,Walking,"{""calories"":35.219997406006,""effduration"":780,""intensity"":0,""hr_average"":84,""hr_min"":54,""hr_max"":111,""hr_zone_0"":426,""hr_zone_1"":188,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1147,""distance"":901.88000488281,""metcumul"":50.149993896484}",,2021-07-29T22:12:23-04:00
2021-07-28T12:54:09-04:00,2021-07-28T13:54:15-04:00,,,America/New_York,"Gym class","{""calories"":373.4528503418,""effduration"":1920,""intensity"":50,""hr_average"":108,""hr_min"":59,""hr_max"":150,""hr_zone_0"":696,""hr_zone_1"":2609,""hr_zone_2"":281,""hr_zone_3"":0,""device_startdate"":1627491249,""device_enddate"":1627494855,""pause_duration"":3,""steps"":1473,""distance"":1149.1201171875,""metcumul"":79.229995727539}",,2021-07-29T22:12:23-04:00
2021-07-28T12:54:09-04:00,2021-07-28T13:54:15-04:00,,,America/New_York,"Gym class",{},,2021-07-29T22:12:24-04:00
2021-07-29T18:33:39-04:00,2021-07-29T19:13:38-04:00,,,America/New_York,Walking,"{""calories"":114.78253936768,""effduration"":2280,""intensity"":50,""hr_average"":129,""hr_min"":94,""hr_max"":161,""hr_zone_0"":4,""hr_zone_1"":1256,""hr_zone_2"":1093,""hr_zone_3"":0,""device_startdate"":1627598019,""device_enddate"":1627600418,""pause_duration"":3,""steps"":3739,""distance"":2939.7934570312,""metcumul"":159.41668701172}",,2021-07-30T10:20:51-04:00
2021-07-29T18:33:39-04:00,2021-07-29T19:13:38-04:00,,,America/New_York,Other,{},,2021-07-29T22:12:25-04:00
2021-07-30T11:05:29-04:00,2021-07-30T12:03:38-04:00,,,America/New_York,"Gym class","{""calories"":361.33581542969,""effduration"":1800,""intensity"":50,""hr_average"":91,""hr_min"":52,""hr_max"":135,""hr_zone_0"":2030,""hr_zone_1"":1425,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1627657529,""device_enddate"":1627661018,""pause_duration"":2,""steps"":294,""distance"":239.27000427246,""metcumul"":38.930000305176}",,2021-07-31T08:21:16-04:00
2021-07-30T11:05:29-04:00,2021-07-30T12:03:38-04:00,,,America/New_York,"Gym class",{},,2021-07-31T08:21:16-04:00
2021-07-31T21:50:00-04:00,2021-07-31T22:01:00-04:00,,,America/New_York,Walking,"{""calories"":20.820001602173,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":716,""distance"":533.66998291016,""metcumul"":33.850002288818}",,2021-08-01T13:01:41-04:00
2021-07-31T22:45:00-04:00,2021-07-31T23:05:00-04:00,,,America/New_York,Walking,"{""calories"":43.099994659424,""effduration"":1140,""intensity"":0,""pause_duration"":0,""steps"":1484,""distance"":1104.7900390625,""metcumul"":66.279998779297}",,2021-08-02T09:19:00-04:00
2021-08-01T12:55:00-04:00,2021-08-01T13:02:00-04:00,,,America/New_York,Walking,"{""calories"":14.789999008179,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":488,""distance"":378.81997680664,""metcumul"":22.599998474121}",,2021-08-03T14:39:06-04:00
2021-08-02T11:18:54-04:00,2021-08-02T12:09:50-04:00,,,America/New_York,"Gym class","{""calories"":316.49249267578,""effduration"":2040,""intensity"":50,""hr_average"":102,""hr_min"":59,""hr_max"":129,""hr_zone_0"":910,""hr_zone_1"":2101,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1627917534,""device_enddate"":1627920590,""pause_duration"":3,""steps"":878,""distance"":696.7900390625,""metcumul"":61.724697113037}",,2021-08-03T14:39:08-04:00
