from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2021-08-02T11:18:54-04:00,2021-08-02T12:09:50-04:00,,,America/New_York,"Gym class",{},,2021-08-02T12:10:15-04:00
2021-08-03T14:32:30-04:00,2021-08-03T16:02:38-04:00,,,America/New_York,"Gym class","{""calories"":560.07568359375,""effduration"":3300,""intensity"":50,""hr_average"":97,""hr_min"":50,""hr_max"":133,""hr_zone_0"":2236,""hr_zone_1"":3137,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1628015550,""device_enddate"":1628020958,""pause_duration"":4,""steps"":2818,""distance"":2240.3298339844,""metcumul"":146.1199798584}",,2021-08-06T11:11:21-04:00
2021-08-03T14:32:30-04:00,2021-08-03T16:02:38-04:00,,,America/New_York,"Gym class",{},,2021-08-03T16:06:17-04:00
2021-08-04T15:07:05-04:00,2021-08-04T16:11:12-04:00,,,America/New_York,"Gym class","{""calories"":398.4118347168,""effduration"":2280,""intensity"":50,""hr_average"":107,""hr_min"":41,""hr_max"":177,""hr_zone_0"":1638,""hr_zone_1"":959,""hr_zone_2"":1204,""hr_zone_3"":34,""device_startdate"":1628104025,""device_enddate"":1628107872,""pause_duration"":244,""steps"":3296,""distance"":2672.650390625,""metcumul"":149.4418182373}",,2021-08-06T11:11:23-04:00
2021-08-04T15:07:05-04:00,2021-08-04T16:11:12-04:00,,,America/New_York,"Gym class",{},,2021-08-06T11:11:23-04:00
2021-08-06T08:32:45-04:00,2021-08-06T09:12:32-04:00,,,America/New_York,"Gym class","{""calories"":247.20797729492,""effduration"":1560,""intensity"":50,""hr_average"":103,""hr_min"":63,""hr_max"":138,""hr_zone_0"":750,""hr_zone_1"":1584,""hr_zone_2"":30,""hr_zone_3"":0,""device_startdate"":1628253165,""device_enddate"":1628255552,""pause_duration"":3,""steps"":183,""distance"":147.61000061035,""metcumul"":31.479999542236}",,2021-08-06T11:11:26-04:00
2021-08-06T08:32:45-04:00,2021-08-06T09:12:32-04:00,,,America/New_York,"Gym class",{},,2021-08-06T11:11:27-04:00
2021-08-06T11:42:00-04:00,2021-08-06T11:48:00-04:00,,,America/New_York,Walking,"{""calories"":9.6990003585815,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":324,""distance"":248.69801330566,""metcumul"":16.258001327515}",,2021-08-11T05:26:30-04:00
2021-08-08T22:08:00-04:00,2021-08-08T22:19:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":21.510000228882,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":725,""distance"":551.27996826172,""metcumul"":34}",,2021-08-11T05:26:33-04:00
2021-08-09T15:34:00-04:00,2021-08-09T16:00:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":57.080005645752,""effduration"":1560,""intensity"":0,""pause_duration"":0,""steps"":1859,""distance"":1462.5400390625,""metcumul"":85.85001373291}",,2021-08-11T05:26:34-04:00
2021-08-09T17:14:00-04:00,2021-08-09T17:32:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":46.060005187988,""effduration"":1080,""intensity"":0,""pause_duration"":0,""steps"":1453,""distance"":1180.4200439453,""metcumul"":64.970001220703}",,2021-08-11T05:26:35-04:00
2021-08-09T17:37:00-04:00,2021-08-09T17:45:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":22.006000518799,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":690,""distance"":563.79602050781,""metcumul"":30.538000106812}",,2021-08-11T05:26:36-04:00
2021-08-10T16:30:00-04:00,2021-08-10T16:36:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":18.200000762939,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":544,""distance"":466.1799621582,""metcumul"":24.240001678467}",,2021-08-11T05:26:37-04:00
2021-08-10T17:43:00-04:00,2021-08-10T17:49:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":15.779998779297,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":541,""distance"":404.19000244141,""metcumul"":23.389999389648}",,2021-08-11T21:22:48-04:00
2021-08-11T03:49:00-04:00,2021-08-11T03:56:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":11.360000610352,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":388,""distance"":291.20001220703,""metcumul"":19.379999160767}",,2021-08-11T21:22:49-04:00
2021-08-11T13:09:00-04:00,2021-08-11T13:18:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":17.459999084473,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":590,""distance"":447.61004638672,""metcumul"":26.810001373291}",,2021-08-11T21:22:51-04:00
2021-08-11T13:42:00-04:00,2021-08-11T13:47:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":13.980000495911,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":471,""distance"":358.45999145508,""metcumul"":20.159999847412}",,2021-08-13T02:44:23-04:00
2021-08-11T20:55:00-04:00,2021-08-11T21:13:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":29.262245178223,""effduration"":1080,""intensity"":0,""pause_duration"":0,""steps"":961,""distance"":746.70397949219,""metcumul"":40.401123046875}",,2021-08-14T11:35:51-04:00
2021-08-11T21:22:42-04:00,2021-08-11T21:43:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":44.468650817871,""effduration"":1080,""intensity"":0,""hr_average"":82,""hr_min"":65,""hr_max"":97,""hr_zone_0"":845,""hr_zone_1"":44,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1489,""distance"":1139.0002441406,""metcumul"":65.910011291504}",,2021-08-14T11:35:52-04:00
2021-08-12T12:33:00-04:00,2021-08-12T12:46:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":26.984001159668,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":890,""distance"":691.76397705078,""metcumul"":40.444000244141}",,2021-08-14T11:35:53-04:00
2021-08-12T18:42:00-04:00,2021-08-12T18:51:00-04:00,,,Pacific/Honolulu,Walking,"{""calories"":17.959999084473,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":603,""distance"":460.71002197266,""metcumul"":28.320001602173}",,2021-08-15T21:27:40-04:00
2021-08-14T17:35:33-04:00,2021-08-14T18:13:33-04:00,,,Pacific/Honolulu,Walking,"{""calories"":84.705619812012,""effduration"":2280,""intensity"":0,""pause_duration"":0,""steps"":2779,""distance"":2161.4899902344,""metcumul"":102.84471893311}",,2021-08-15T21:27:42-04:00
2021-08-18T14:12:36-04:00,2021-08-18T14:55:47-04:00,,,America/New_York,"Gym class","{""calories"":267.94619750977,""effduration"":1380,""intensity"":50,""hr_average"":97,""hr_min"":50,""hr_max"":140,""hr_zone_0"":1392,""hr_zone_1"":1083,""hr_zone_2"":30,""hr_zone_3"":0,""device_startdate"":1629310356,""device_enddate"":1629312947,""pause_duration"":2,""steps"":222,""distance"":180.06999206543,""metcumul"":29.690000534058}",,2021-08-19T19:25:52-04:00
2021-08-18T14:12:36-04:00,2021-08-18T14:55:47-04:00,,,America/New_York,"Gym class",{},,2021-08-18T20:57:11-04:00
2021-08-19T17:00:18-04:00,2021-08-19T18:00:24-04:00,,,America/New_York,Yoga,"{""calories"":423.94165039062,""effduration"":540,""intensity"":50,""hr_average"":70,""hr_min"":37,""hr_max"":116,""hr_zone_0"":2819,""hr_zone_1"":467,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1629406818,""device_enddate"":1629410424,""pause_duration"":3,""steps"":52,""distance"":42.380001068115,""metcumul"":10.60000038147}",,2021-08-20T20:02:49-04:00
2021-08-19T17:00:18-04:00,2021-08-19T18:00:24-04:00,,,America/New_York,Yoga,{},,2021-08-20T20:02:49-04:00
2021-08-20T19:27:58-04:00,2021-08-20T20:21:14-04:00,,,America/New_York,"Gym class","{""calories"":330.51181030273,""effduration"":2460,""intensity"":50,""hr_average"":98,""hr_min"":57,""hr_max"":134,""hr_zone_0"":1270,""hr_zone_1"":1863,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1629502078,""device_enddate"":1629505274,""pause_duration"":2,""steps"":1495,""distance"":1195.25,""metcumul"":89.200004577637}",,2021-08-22T13:17:22-04:00
2021-08-20T19:27:58-04:00,2021-08-20T20:21:14-04:00,,,America/New_York,"Gym class",{},,2021-08-20T20:36:34-04:00
2021-08-21T11:19:15-04:00,2021-08-21T11:32:46-04:00,,,America/New_York,Walking,"{""calories"":33.894454956055,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":1112,""distance"":864.9072265625,""metcumul"":39.947216033936}",,2021-08-22T13:17:23-04:00
2021-08-21T17:26:00-04:00,2021-08-21T17:55:00-04:00,,,America/New_York,Walking,"{""calories"":71.660003662109,""effduration"":1620,""intensity"":0,""pause_duration"":0,""steps"":2341,""distance"":1835.5399169922,""metcumul"":103.10000610352}",,2021-08-23T08:48:34-04:00
2021-08-22T02:10:00-04:00,2021-08-22T02:30:00-04:00,,,America/New_York,Walking,"{""calories"":56.930000305176,""effduration"":1200,""intensity"":0,""hr_average"":106,""hr_min"":99,""hr_max"":109,""hr_zone_0"":0,""hr_zone_1"":915,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1883,""distance"":1457.8098144531,""metcumul"":81.18000793457}",,2021-08-25T08:18:14-04:00
2021-08-23T14:52:55-04:00,2021-08-23T15:29:56-04:00,,,America/New_York,"Gym class","{""calories"":229.68295288086,""effduration"":780,""intensity"":50,""hr_average"":92,""hr_min"":42,""hr_max"":145,""hr_zone_0"":1082,""hr_zone_1"":1003,""hr_zone_2"":97,""hr_zone_3"":0,""device_startdate"":1629744775,""device_enddate"":1629746996,""pause_duration"":3,""steps"":180,""distance"":138.73001098633,""metcumul"":18.370000839233}",,2021-08-25T08:18:15-04:00
2021-08-23T14:52:55-04:00,2021-08-23T15:29:56-04:00,,,America/New_York,"Gym class",{},,2021-08-23T15:41:10-04:00
2021-08-24T12:00:00-04:00,2021-08-24T12:06:00-04:00,,,America/New_York,Walking,"{""calories"":9.6900005340576,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":315,""distance"":248.13998413086,""metcumul"":15.140000343323}",,2021-08-26T20:56:16-04:00
2021-08-25T11:27:19-04:00,2021-08-25T12:03:08-04:00,,,America/New_York,"Gym class","{""calories"":222.23712158203,""effduration"":1500,""intensity"":50,""hr_average"":97,""hr_min"":62,""hr_max"":134,""hr_zone_0"":873,""hr_zone_1"":1240,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1629905239,""device_enddate"":1629907388,""pause_duration"":2,""steps"":211,""distance"":172.83999633789,""metcumul"":31.379995346069}",,2021-08-26T20:56:18-04:00
2021-08-25T11:27:19-04:00,2021-08-25T12:03:08-04:00,,,America/New_York,"Gym class",{},,2021-08-25T14:08:21-04:00
2021-08-27T19:28:57-04:00,2021-08-27T20:17:24-04:00,,,America/New_York,"Gym class","{""calories"":300.62509155273,""effduration"":1980,""intensity"":50,""hr_average"":78,""hr_min"":45,""hr_max"":115,""hr_zone_0"":2227,""hr_zone_1"":570,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1630106937,""device_enddate"":1630109844,""pause_duration"":3,""steps"":411,""distance"":334.73352050781,""metcumul"":45.400009155273}",,2021-08-30T15:03:23-04:00
2021-08-27T19:28:57-04:00,2021-08-27T20:17:24-04:00,,,America/New_York,"Gym class",{},,2021-08-30T15:03:23-04:00
2021-08-30T15:12:32-04:00,2021-08-30T15:55:49-04:00,,,America/New_York,"Gym class","{""calories"":268.5666809082,""effduration"":1740,""intensity"":50,""hr_average"":99,""hr_min"":50,""hr_max"":146,""hr_zone_0"":1161,""hr_zone_1"":1258,""hr_zone_2"":96,""hr_zone_3"":0,""device_startdate"":1630350752,""device_enddate"":1630353349,""pause_duration"":2,""steps"":214,""distance"":177.61999511719,""metcumul"":35.520004272461}",,2021-08-31T15:13:19-04:00
2021-08-30T15:12:32-04:00,2021-08-30T15:55:49-04:00,,,America/New_York,"Gym class",{},,2021-08-31T15:13:19-04:00
2021-08-31T19:44:21-04:00,2021-08-31T20:18:29-04:00,,,America/New_York,Yoga,"{""calories"":240.77439880371,""effduration"":780,""intensity"":50,""hr_average"":82,""hr_min"":39,""hr_max"":108,""hr_zone_0"":1513,""hr_zone_1"":451,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1630453461,""device_enddate"":1630455509,""pause_duration"":3,""steps"":104,""distance"":81.76000213623,""metcumul"":15.840000152588}",,2021-09-02T21:23:18-04:00
2021-08-31T19:44:21-04:00,2021-08-31T20:18:29-04:00,,,America/New_York,Yoga,{},,2021-08-31T20:19:01-04:00
2021-09-01T17:39:03-04:00,2021-09-01T18:58:25-04:00,,,America/New_York,Walking,"{""calories"":226.34910583496,""effduration"":4860,""intensity"":0,""pause_duration"":0,""steps"":7426,""distance"":5775.8989257812,""metcumul"":254.27699279785}",,2021-09-02T21:23:19-04:00
2021-09-03T11:11:39-04:00,2021-09-03T11:41:45-04:00,,,America/New_York,"Gym class","{""calories"":186.76605224609,""effduration"":420,""intensity"":50,""hr_average"":108,""hr_min"":62,""hr_max"":161,""hr_zone_0"":657,""hr_zone_1"":686,""hr_zone_2"":393,""hr_zone_3"":0,""device_startdate"":1630681899,""device_enddate"":1630683705,""pause_duration"":2,""steps"":95,""distance"":78.129997253418,""metcumul"":9.9699993133545}",,2021-09-03T22:29:33-04:00
2021-09-03T11:11:39-04:00,2021-09-03T11:41:45-04:00,,,America/New_York,"Gym class",{},,2021-09-03T11:42:08-04:00
2021-09-04T11:42:13-04:00,2021-09-04T12:27:35-04:00,,,America/New_York,"Gym class","{""calories"":281.49346923828,""effduration"":2280,""intensity"":50,""hr_average"":111,""hr_min"":65,""hr_max"":146,""hr_zone_0"":282,""hr_zone_1"":2286,""hr_zone_2"":107,""hr_zone_3"":0,""device_startdate"":1630770133,""device_enddate"":1630772855,""pause_duration"":4,""steps"":1894,""distance"":1485.1899414062,""metcumul"":98.969993591309}",,2021-09-04T18:22:07-04:00
2021-09-04T11:42:13-04:00,2021-09-04T12:27:35-04:00,,,America/New_York,"Gym class",{},,2021-09-04T14:12:32-04:00
2021-09-04T14:19:00-04:00,2021-09-04T14:27:00-04:00,,,America/New_York,Walking,"{""calories"":16.538000106812,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":558,""distance"":424.01599121094,""metcumul"":25.819000244141}",,2021-09-05T08:38:25-04:00
2021-09-04T16:45:00-04:00,2021-09-04T16:57:00-04:00,,,America/New_York,Walking,"{""calories"":15.64999961853,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":530,""distance"":400.75,""metcumul"":27.75}",,2021-09-06T08:34:34-04:00
2021-09-06T18:59:00-04:00,2021-09-06T19:52:00-04:00,,,America/New_York,Tennis,"{""calories"":363.47372436523,""effduration"":3120,""intensity"":50,""hr_average"":108,""hr_min"":105,""hr_max"":125,""hr_zone_0"":0,""hr_zone_1"":1807,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2590,""distance"":2111.4201660156,""metcumul"":132.60000610352}",,2021-09-09T14:08:31-04:00
2021-09-07T11:33:00-04:00,2021-09-07T11:46:00-04:00,,,America/New_York,Walking,"{""calories"":20.353071212769,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":675,""distance"":521.81408691406,""metcumul"":32.320022583008}",,2021-09-10T16:07:25-04:00
2021-09-09T15:47:40-04:00,2021-09-09T16:34:20-04:00,,,America/New_York,"Gym class","{""calories"":289.55978393555,""effduration"":2040,""intensity"":50,""hr_average"":94,""hr_min"":62,""hr_max"":126,""hr_zone_0"":1493,""hr_zone_1"":1258,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1631216860,""device_enddate"":1631219660,""pause_duration"":3,""steps"":379,""distance"":305.24996948242,""metcumul"":45.540000915527}",,2021-09-10T16:07:27-04:00
2021-09-09T15:47:40-04:00,2021-09-09T16:34:20-04:00,,,America/New_York,"Gym class",{},,2021-09-09T16:34:40-04:00
2021-09-11T10:01:00-04:00,2021-09-11T10:39:00-04:00,,,America/New_York,Walking,"{""calories"":75.67000579834,""effduration"":2160,""intensity"":0,""hr_average"":114,""hr_min"":108,""hr_max"":121,""hr_zone_0"":0,""hr_zone_1"":1202,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2547,""distance"":1938.3499755859,""metcumul"":116.01999664307}",,2021-09-12T09:03:29-04:00
2021-09-11T15:25:05-04:00,2021-09-11T16:00:38-04:00,,,America/New_York,"Gym class","{""calories"":220.58250427246,""effduration"":600,""intensity"":50,""hr_average"":99,""hr_min"":57,""hr_max"":136,""hr_zone_0"":867,""hr_zone_1"":1190,""hr_zone_2"":10,""hr_zone_3"":0,""device_startdate"":1631388305,""device_enddate"":1631390438,""pause_duration"":3,""steps"":163,""distance"":134.08000183105,""metcumul"":15.090000152588}",,2021-09-12T09:03:29-04:00
2021-09-11T15:25:05-04:00,2021-09-11T16:00:38-04:00,,,America/New_York,"Gym class",{},,2021-09-11T16:00:59-04:00
2021-09-14T11:41:15-04:00,2021-09-14T12:15:14-04:00,,,America/New_York,"Gym class","{""calories"":210.86155700684,""effduration"":1380,""intensity"":50,""hr_average"":100,""hr_min"":55,""hr_max"":165,""hr_zone_0"":745,""hr_zone_1"":1162,""hr_zone_2"":98,""hr_zone_3"":0,""device_startdate"":1631634075,""device_enddate"":1631636114,""pause_duration"":2,""steps"":222,""distance"":178.63999938965,""metcumul"":29.719999313354}",,2021-09-14T20:42:41-04:00
2021-09-14T11:41:15-04:00,2021-09-14T12:15:14-04:00,,,America/New_York,"Gym class",{},,2021-09-14T14:31:53-04:00
2021-09-14T17:18:00-04:00,2021-09-14T17:51:00-04:00,,,America/New_York,Walking,"{""calories"":96.885688781738,""effduration"":2280,""intensity"":0,""pause_duration"":0,""steps"":3193,""distance"":2480.5263671875,""metcumul"":116.72135162354}",,2021-09-15T19:15:20-04:00
2021-09-14T18:09:00-04:00,2021-09-14T18:22:00-04:00,,,America/New_York,Walking,"{""calories"":28.70405960083,""effduration"":720,""intensity"":0,""hr_average"":90,""hr_min"":83,""hr_max"":99,""hr_zone_0"":526,""hr_zone_1"":110,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":964,""distance"":735.30004882812,""metcumul"":42.028610229492}",,2021-09-15T19:15:21-04:00
2021-09-14T19:17:00-04:00,2021-09-14T19:36:00-04:00,,,America/New_York,Walking,"{""calories"":39.420001983643,""effduration"":1020,""intensity"":0,""pause_duration"":0,""steps"":1315,""distance"":1009.5800170898,""metcumul"":59.220001220703}",,2021-09-16T08:36:23-04:00
2021-09-15T11:15:00-04:00,2021-09-15T11:45:00-04:00,,,America/New_York,Elliptical,"{""calories"":254.72552490234,""effduration"":1170,""intensity"":76,""manual_distance"":4023.3601074219,""manual_calories"":306,""device_startdate"":1631736976,""device_enddate"":1631736986,""pause_duration"":0,""steps"":388,""distance"":301.78298950195,""metcumul"":2.9140000343323}",,2021-09-17T15:47:50-04:00
2021-09-17T11:26:59-04:00,2021-09-17T12:21:44-04:00,,,America/New_York,"Gym class","{""calories"":339.71566772461,""effduration"":1740,""intensity"":50,""hr_average"":99,""hr_min"":55,""hr_max"":137,""hr_zone_0"":1243,""hr_zone_1"":1929,""hr_zone_2"":41,""hr_zone_3"":0,""device_startdate"":1631892419,""device_enddate"":1631895704,""pause_duration"":3,""steps"":148,""distance"":126.17000579834,""metcumul"":33.560001373291}",,2021-09-17T12:25:46-04:00
2021-09-17T11:26:59-04:00,2021-09-17T12:21:44-04:00,,,America/New_York,"Gym class",{},,2021-09-17T12:25:47-04:00
2021-09-19T03:05:00-04:00,2021-09-19T03:42:00-04:00,,,America/New_York,Walking,"{""calories"":75.479995727539,""effduration"":2100,""intensity"":0,""hr_average"":113,""hr_min"":109,""hr_max"":116,""hr_zone_0"":0,""hr_zone_1"":1738,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2510,""distance"":1934.9100341797,""metcumul"":115.56002044678}",,2021-09-21T15:39:03-04:00
2021-09-20T15:01:05-04:00,2021-09-20T15:31:14-04:00,,,America/New_York,"Gym class",{},,2021-09-20T15:39:36-04:00
2021-09-20T15:01:05-04:00,2021-09-20T15:31:14-04:00,,,America/New_York,"Gym class","{""calories"":187.07629394531,""effduration"":540,""intensity"":50,""hr_average"":92,""hr_min"":62,""hr_max"":119,""hr_zone_0"":1001,""hr_zone_1"":781,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1632164465,""device_enddate"":1632166274,""pause_duration"":3,""steps"":120,""distance"":94.18000793457,""metcumul"":12.43000125885}",,2021-09-21T15:39:04-04:00
2021-09-20T22:24:00-04:00,2021-09-20T22:42:00-04:00,,,America/New_York,Walking,"{""calories"":33.869998931885,""effduration"":1020,""intensity"":0,""pause_duration"":0,""steps"":1162,""distance"":868.50994873047,""metcumul"":53.690002441406}",,2021-09-23T14:47:12-04:00
