from,to,"light (s)","deep (s)","rem (s)","awake (s)","wake up","Duration to sleep (s)","Duration to wake up (s)","Snoring (s)","Snoring episodes","Average heart rate","Heart rate (min)","Heart rate (max)","Night events"
2021-11-17T23:11:00-05:00,2021-11-18T08:09:00-05:00,14400,14940,0,2940,2,120,840,0,0,46,31,76,
2021-11-18T22:27:00-05:00,2021-11-19T07:55:00-05:00,15780,15780,0,2520,4,120,480,0,0,43,34,73,
2021-11-20T04:23:00-05:00,2021-11-20T08:28:00-05:00,9060,5340,0,300,0,120,180,0,0,54,40,89,
2021-11-21T00:37:00-05:00,2021-11-21T07:39:00-05:00,12660,11580,0,1080,2,120,120,0,0,43,32,79,
2021-11-21T23:13:00-05:00,2021-11-22T08:21:00-05:00,17640,11520,0,3720,6,120,0,0,0,39,32,88,
2021-11-22T23:15:00-05:00,2021-11-23T08:14:00-05:00,16020,14700,0,1620,2,120,240,0,0,39,32,83,
2021-11-24T00:56:00-05:00,2021-11-24T08:51:00-05:00,11100,13920,0,3480,4,120,1560,0,0,39,34,55,
2021-11-24T23:37:00-05:00,2021-11-25T08:25:00-05:00,13320,17520,0,840,1,120,120,0,0,42,32,88,
2021-11-25T23:25:00-05:00,2021-11-26T08:06:00-05:00,13200,16380,0,1680,1,120,0,0,0,0,0,0,
2021-11-28T00:15:00-05:00,2021-11-28T07:56:00-05:00,16620,10920,0,120,0,120,0,0,0,0,0,0,
2021-11-28T22:42:00-05:00,2021-11-29T08:11:00-05:00,20400,13560,0,180,0,120,60,0,0,42,33,93,
2021-11-30T00:36:00-05:00,2021-11-30T08:05:00-05:00,12960,13140,0,840,1,120,180,0,0,36,33,58,
2021-12-02T00:26:00-05:00,2021-12-02T08:03:00-05:00,11700,15000,0,720,1,120,120,0,0,39,33,89,
2021-12-03T00:05:00-05:00,2021-12-03T08:04:00-05:00,10620,17820,0,300,0,120,180,0,0,36,32,79,
2021-12-04T00:51:00-05:00,2021-12-04T08:01:00-05:00,14160,11280,0,360,0,120,240,0,0,39,33,86,
2021-12-05T04:01:00-05:00,2021-12-05T08:02:00-05:00,4860,8580,0,1020,1,120,360,0,0,54,40,84,
2021-12-06T00:01:00-05:00,2021-12-06T09:54:00-05:00,14640,19380,0,1560,2,120,60,0,0,39,32,75,
2021-12-06T23:55:00-05:00,2021-12-07T07:36:00-05:00,10320,16860,0,480,2,120,0,0,0,44,32,72,
2021-12-10T00:18:00-05:00,2021-12-10T07:47:00-05:00,13440,12420,0,1080,0,240,840,0,0,41,33,84,
2021-12-11T01:49:00-05:00,2021-12-11T08:44:00-05:00,12600,11940,0,360,0,120,240,0,0,40,31,88,
2021-12-13T00:24:00-05:00,2021-12-13T07:58:00-05:00,11460,15600,0,180,0,120,60,0,0,38,33,45,
2021-12-14T00:00:00-05:00,2021-12-14T08:05:00-05:00,12060,16860,0,180,0,120,60,0,0,38,32,69,
2021-12-15T01:30:00-05:00,2021-12-15T08:24:00-05:00,14640,9540,0,660,0,120,540,0,0,39,32,79,
2021-12-15T23:38:00-05:00,2021-12-16T08:15:00-05:00,15180,14040,0,1800,2,120,480,0,0,47,33,102,
2021-12-17T00:27:00-05:00,2021-12-17T07:28:00-05:00,10739,12241,0,2280,2,120,1200,0,0,40,32,92,
2021-12-19T03:02:00-05:00,2021-12-19T09:45:00-05:00,9900,11520,0,2760,4,120,180,0,0,0,0,0,
2021-12-21T00:09:00-05:00,2021-12-21T07:30:00-05:00,16200,9240,0,1020,1,120,0,0,0,44,33,107,
2021-12-21T22:20:00-05:00,2021-12-22T08:55:00-05:00,17160,12240,0,2580,3,120,960,0,0,44,33,110,
2021-12-23T00:21:00-05:00,2021-12-23T07:17:00-05:00,11580,13260,0,120,0,120,0,0,0,37,32,61,
2021-12-24T03:13:00-05:00,2021-12-24T08:57:00-05:00,9360,10620,0,660,1,120,60,0,0,34,32,43,
2021-12-25T00:20:00-05:00,2021-12-25T06:55:00-05:00,14040,9360,0,300,1,120,0,0,0,40,33,84,
2021-12-25T23:56:00-05:00,2021-12-26T07:30:00-05:00,11880,14340,0,1020,0,120,900,0,0,39,32,68,
2021-12-27T00:09:00-05:00,2021-12-27T08:35:00-05:00,15000,14040,0,1320,3,180,0,0,0,39,32,77,
2021-12-28T01:15:00-05:00,2021-12-28T09:09:00-05:00,12840,14400,0,1200,1,120,300,0,0,42,32,104,
2021-12-29T00:44:00-05:00,2021-12-29T09:28:00-05:00,13320,15900,0,2220,3,120,240,0,0,38,32,73,
2021-12-30T01:05:00-05:00,2021-12-30T07:38:00-05:00,8400,14880,0,300,0,120,180,0,0,36,32,61,
2021-12-31T00:01:00-05:00,2021-12-31T08:44:00-05:00,19560,10860,0,960,2,120,0,0,0,43,34,92,
2022-01-01T00:52:00-05:00,2022-01-01T09:07:00-05:00,19920,8820,0,960,3,120,0,0,0,42,33,63,
2022-01-02T02:20:00-05:00,2022-01-02T09:27:00-05:00,13500,9780,0,2340,3,120,0,0,0,40,34,67,
2022-01-03T23:03:00-05:00,2022-01-04T08:03:00-05:00,14520,16740,0,1140,3,120,60,0,0,41,32,78,
2022-01-05T00:39:00-05:00,2022-01-05T08:37:00-05:00,14220,13860,0,600,0,120,480,0,0,39,33,80,
2022-01-05T23:33:00-05:00,2022-01-06T07:13:00-05:00,11700,14820,0,1080,3,120,0,0,0,38,33,73,
2022-01-06T23:10:00-05:00,2022-01-07T08:20:00-05:00,12540,20100,0,360,0,120,240,0,0,38,33,75,
2022-01-08T00:43:00-05:00,2022-01-08T08:55:00-05:00,12120,15960,0,1440,1,120,180,0,0,0,0,0,
2022-01-09T00:06:00-05:00,2022-01-09T09:22:00-05:00,16740,15600,0,1020,2,120,0,0,0,0,0,0,
2022-01-09T22:45:00-05:00,2022-01-10T08:19:00-05:00,17700,15540,0,1200,2,120,180,0,0,36,32,59,
2022-01-10T23:39:00-05:00,2022-01-11T07:50:00-05:00,14280,14580,0,600,1,120,0,0,0,37,32,87,
2022-01-11T23:35:00-05:00,2022-01-12T07:14:00-05:00,13920,12000,0,1620,1,120,0,0,0,42,32,82,
2022-01-12T23:20:00-05:00,2022-01-13T08:16:00-05:00,15420,15420,0,1320,2,120,0,0,0,38,31,81,
2022-01-13T23:48:00-05:00,2022-01-14T07:22:00-05:00,14520,10440,0,2280,5,120,60,0,0,42,34,99,
2022-01-15T00:32:00-05:00,2022-01-15T05:04:00-05:00,6360,8700,0,1260,1,120,540,0,0,43,33,92,
2022-01-16T23:55:00-05:00,2022-01-17T08:16:00-05:00,12241,15779,0,2040,5,120,0,0,0,38,32,79,
2022-01-17T23:51:00-05:00,2022-01-18T06:50:00-05:00,0,0,0,0,0,0,0,0,0,38,33,77,
2022-01-24T22:24:00-05:00,2022-01-25T05:34:00-05:00,15120,9900,0,780,2,120,0,0,0,38,33,61,
2022-01-25T21:44:00-05:00,2022-01-26T05:43:00-05:00,12660,14880,0,1200,2,120,240,0,0,40,33,72,
2022-01-26T20:52:00-05:00,2022-01-27T05:49:00-05:00,14520,13860,0,3840,4,120,300,0,0,40,32,80,
2022-01-27T10:47:00-05:00,2022-01-27T16:28:00-05:00,2940,16620,0,900,1,120,600,0,0,112,109,115,
2022-01-29T22:53:00-05:00,2022-01-30T06:22:00-05:00,11820,13440,0,1680,4,180,180,0,0,45,33,88,
2022-01-31T23:32:00-05:00,2022-02-01T03:32:00-05:00,10140,1740,0,2520,7,120,300,0,0,41,33,71,
2022-02-02T22:49:00-05:00,2022-02-03T08:03:00-05:00,14340,17700,0,1200,4,120,0,0,0,41,33,92,
2022-02-03T23:06:00-05:00,2022-02-04T08:06:00-05:00,15840,15480,0,1080,1,120,540,0,0,39,32,55,
2022-02-05T03:50:00-05:00,2022-02-05T09:21:00-05:00,6360,10620,0,2880,4,120,0,0,0,52,38,97,
2022-02-06T00:56:00-05:00,2022-02-06T06:08:00-05:00,4740,13680,0,300,1,120,0,0,0,43,35,52,
2022-02-06T22:59:00-05:00,2022-02-07T08:17:00-05:00,13380,19140,0,960,2,120,60,0,0,37,32,84,
2022-02-08T00:12:00-05:00,2022-02-08T05:49:00-05:00,11340,7020,0,1860,3,120,60,0,0,37,33,68,
2022-02-08T23:45:00-05:00,2022-02-09T08:18:00-05:00,16080,13260,0,1440,3,120,0,0,0,38,33,54,
2022-02-10T00:01:00-05:00,2022-02-10T09:00:00-05:00,17220,14280,0,840,2,180,0,0,0,40,33,91,
2022-02-12T00:37:00-05:00,2022-02-12T07:57:00-05:00,15360,9840,0,1200,1,120,600,0,0,39,33,109,
2022-02-13T03:30:00-05:00,2022-02-13T09:31:00-05:00,10560,10140,0,960,1,120,0,0,0,62,48,74,
2022-02-17T22:04:00-05:00,2022-02-18T08:23:00-05:00,17760,16140,0,3240,5,660,0,0,0,40,32,89,
2022-02-19T00:29:00-05:00,2022-02-19T07:57:00-05:00,13980,11760,0,1140,1,120,240,0,0,40,33,83,
2022-02-20T00:13:00-05:00,2022-02-20T07:26:00-05:00,12000,13740,0,240,0,120,120,0,0,44,33,78,
2022-02-21T00:01:00-05:00,2022-02-21T08:05:00-05:00,13800,13140,0,2100,4,120,0,0,0,42,32,75,
2022-02-21T23:12:00-05:00,2022-02-22T07:30:00-05:00,14340,14520,0,1020,2,360,0,0,0,45,33,75,
2022-02-23T23:54:00-05:00,2022-02-24T08:44:00-05:00,19200,9900,0,2700,5,120,900,0,0,48,33,88,
2022-02-26T02:03:00-05:00,2022-02-26T07:21:00-05:00,10860,7920,0,300,1,120,0,0,0,41,32,85,
2022-02-26T22:39:00-05:00,2022-02-27T03:46:00-05:00,6720,11340,0,360,0,120,240,0,0,39,32,89,
2022-02-27T23:49:00-05:00,2022-02-28T08:05:00-05:00,15240,14160,0,360,1,120,0,0,0,39,32,100,
2022-03-01T00:18:00-05:00,2022-03-01T07:21:00-05:00,11640,13620,0,120,0,120,0,0,0,37,33,51,
2022-03-02T23:11:00-05:00,2022-03-03T07:45:00-05:00,16380,13200,0,1260,0,1140,120,0,0,41,33,93,
2022-03-05T01:08:00-05:00,2022-03-05T07:24:00-05:00,4920,16200,0,1440,1,120,120,0,0,51,37,112,
2022-03-05T22:50:00-05:00,2022-03-06T07:35:00-05:00,16740,14460,0,300,0,120,180,0,0,39,33,86,
2022-03-06T22:33:00-05:00,2022-03-07T07:54:00-05:00,19560,13260,0,840,2,120,360,0,0,40,32,77,
2022-03-07T23:41:00-05:00,2022-03-08T07:32:00-05:00,15300,11820,0,1140,1,120,420,0,0,38,33,63,
2022-03-08T22:56:00-05:00,2022-03-09T07:22:00-05:00,15900,14340,0,120,0,120,0,0,0,42,33,64,
2022-03-09T23:35:00-05:00,2022-03-10T08:05:00-05:00,15720,13200,0,1680,1,120,600,0,0,40,32,84,
2022-03-11T00:18:00-05:00,2022-03-11T08:24:00-05:00,15600,11160,0,2400,4,300,360,0,0,41,32,88,
2022-03-12T00:58:00-05:00,2022-03-12T07:12:00-05:00,11160,9660,0,1620,2,120,420,0,0,47,36,95,
2022-03-13T22:42:00-04:00,2022-03-14T07:10:00-04:00,16080,12000,0,2400,3,120,420,0,0,40,33,75,
2022-03-14T22:54:00-04:00,2022-03-15T07:29:00-04:00,12959,17341,0,600,0,120,480,0,0,35,32,46,
2022-03-15T23:38:00-04:00,2022-03-16T07:36:00-04:00,11400,16380,0,900,2,120,0,0,0,38,32,79,
2022-03-16T23:37:00-04:00,2022-03-17T07:41:00-04:00,14040,14640,0,360,1,120,0,0,0,36,32,69,
2022-03-18T00:14:00-04:00,2022-03-18T08:05:00-04:00,12720,14700,0,840,1,120,480,0,0,35,32,59,
2022-03-19T04:09:00-04:00,2022-03-19T10:03:00-04:00,10020,10320,0,900,1,120,0,0,0,44,36,88,
2022-03-21T00:01:00-04:00,2022-03-21T06:38:00-04:00,9900,13500,0,420,1,120,120,0,0,37,32,57,
2022-03-21T23:26:00-04:00,2022-03-22T04:21:00-04:00,10440,6660,0,600,0,540,60,0,0,38,32,83,
2022-03-22T23:41:00-04:00,2022-03-23T07:40:00-04:00,9720,17880,0,1140,3,120,360,0,0,38,32,79,
2022-03-23T23:21:00-04:00,2022-03-24T07:59:00-04:00,17160,13500,0,420,1,120,0,0,0,36,32,51,
2022-03-25T02:55:00-04:00,2022-03-25T07:54:00-04:00,1140,16680,0,120,0,120,0,0,0,0,0,0,
2022-03-26T02:04:00-04:00,2022-03-26T08:15:00-04:00,9780,10080,0,2400,1,660,120,0,0,44,35,76,
2022-03-27T01:03:00-04:00,2022-03-27T10:00:00-04:00,13440,17340,0,1440,2,120,360,0,0,40,33,82,
2022-03-28T00:29:00-04:00,2022-03-28T07:44:00-04:00,14100,10920,0,1080,2,120,0,0,0,38,33,75,
2022-03-29T01:00:00-04:00,2022-03-29T08:07:00-04:00,11400,13440,0,780,2,120,0,0,0,42,33,68,
2022-03-31T00:25:00-04:00,2022-03-31T08:35:00-04:00,17280,11820,0,300,1,120,0,0,0,38,33,66,
2022-03-31T23:26:00-04:00,2022-04-01T06:29:00-04:00,12480,11880,0,1020,1,120,720,0,0,47,33,106,
2022-04-02T03:33:00-04:00,2022-04-02T08:42:00-04:00,5640,12060,0,840,0,180,660,0,0,64,46,116,
2022-04-02T23:58:00-04:00,2022-04-03T08:22:00-04:00,14460,14820,0,960,1,120,0,0,0,37,33,64,
2022-04-04T01:20:00-04:00,2022-04-04T08:15:00-04:00,11040,13500,0,360,0,120,240,0,0,37,32,55,
2022-04-05T00:14:00-04:00,2022-04-05T08:15:00-04:00,11700,16800,0,360,1,120,60,0,0,39,33,99,
2022-04-05T23:23:00-04:00,2022-04-06T08:03:00-04:00,14100,15840,0,1260,4,120,0,0,0,37,33,74,
2022-04-07T00:27:00-04:00,2022-04-07T07:02:00-04:00,10680,12900,0,120,0,120,0,0,0,38,33,44,
2022-04-08T00:27:00-04:00,2022-04-08T07:26:00-04:00,12960,10800,0,1380,4,120,120,0,0,37,33,98,
2022-04-08T22:45:00-04:00,2022-04-09T07:03:00-04:00,13320,15780,0,780,0,780,0,0,0,39,32,73,
2022-04-10T01:05:00-04:00,2022-04-10T09:00:00-04:00,12540,13440,0,2520,3,120,60,0,0,38,33,69,
2022-04-10T23:35:00-04:00,2022-04-11T07:36:00-04:00,15000,13620,0,240,0,120,120,0,0,38,32,72,
2022-04-11T23:26:00-04:00,2022-04-12T07:18:00-04:00,14400,12420,0,1500,1,180,480,0,0,36,33,47,
2022-04-13T00:28:00-04:00,2022-04-13T08:33:00-04:00,13500,14040,0,1560,2,120,0,0,0,41,32,114,
2022-04-13T23:28:00-04:00,2022-04-14T08:46:00-04:00,18720,14640,0,120,0,120,0,0,0,44,33,84,
2022-04-14T22:12:00-04:00,2022-04-15T07:29:00-04:00,16320,15120,0,1980,2,120,0,0,0,38,33,80,
2022-04-15T22:24:00-04:00,2022-04-16T07:44:00-04:00,16800,15060,0,1740,2,120,0,0,0,36,32,53,
2022-04-17T00:33:00-04:00,2022-04-17T07:51:00-04:00,15600,10500,0,180,0,120,60,0,0,39,33,73,
